그룹,소스,텍스트,좋아요,작성시간
코스피 6000,유튜브댓글,"너무 감사해요🎉🎉🎉🎉🎉
감사합니다
수익률 39%넘었어요 😂😂😂
진심으로 감사합니다❤❤❤",8,2026-02-25T15:03:20Z
코스피 6000,유튜브댓글,"30만 축하드려요.  짝짝짝
계속 수고해주세요.  
고맙습니다.   ^^",8,2026-02-25T14:03:14Z
코스피 6000,유튜브댓글,선생님 덕분에 100% 이익보고 코스닥150으로 갈아타봅니다,8,2026-03-01T01:10:36Z
코스피 6000,유튜브댓글,국가의 경제와 국민들에게 저주를 퍼붓는 정치인이라니,8,2026-02-26T12:04:28Z
코스피 6000,유튜브댓글,신둥욱은 할말이 있냐?,8,2026-02-26T06:25:22Z
코스피 6000,유튜브댓글,"신동욱
너나잘해,",8,2026-02-26T09:25:21Z
코스피 6000,유튜브댓글,너나 잘해,8,2026-02-26T06:59:16Z
코스피 6000,유튜브댓글,"메모리 반도체 슈퍼 사이클에 올라탈 기회!! 
PLUS 글로벌HBM 반도체 ETF (삼성전자+SK하이닉스+마이크론 75%)
👉https://bit.ly/4sbX97H",8,2026-02-26T01:03:23Z
코스피 6000,유튜브댓글,"국힘  왜 반대하는거야
건전한 주식시장을 만들어서
국민들도 자산좀 늘려보자 국짐아",8,2026-02-25T22:10:33Z
코스피 6000,유튜브댓글,국힘당은 야당으로서 반대 의견이 있을 수 있지만 골라서 반대했으면 좋겠네요 마치 정부가 하는일이 잘못되길 바라는 모습으로 비추어 집니다,8,2026-02-25T15:26:36Z
코스피 6000,유튜브댓글,나라팔아 먹음 오케이,8,2026-02-25T12:07:35Z
코스피 6000,유튜브댓글,그냥 맹목적인 반대,8,2026-02-25T01:19:02Z
코스피 6000,유튜브댓글,이제 깨어날때다,8,2026-02-25T02:18:22Z
코스피 6000,유튜브댓글,"카카오페이   72.000원  매수

어떻게  하나요",8,2026-02-25T04:00:13Z
코스피 6000,유튜브댓글,"부동산 돈이  유입되는 유동성이 급증이라서 실적우량주와
성장성 주식은  
우상향 할거 같습니다",8,2026-02-27T00:57:28Z
코스피 6000,유튜브댓글,"적자기업도 허구헛날 오르는 한국주식
참 쉽다
한국도 서학개미 잼명이가 세금깎아줄께 돌아오라는데 트황은 동학개미 전부 들어오라고 할판이다",8,2026-02-27T15:22:56Z
코스피 6000,유튜브댓글,매도하고 집사야지,8,2026-02-27T01:48:43Z
코스피 6000,유튜브댓글,한 달간 110 조 매도면 탱큐 아닌가요? 나가는 건 자유지만 다시 들어올 땐 쉽지 않을껀데요? ㅎ,8,2026-02-27T00:12:26Z
코스피 6000,유튜브댓글,수익을 당연하게 생각하는 초보들이 참많이보이네요 요즘ㅋㅋ,8,2026-02-27T05:27:43Z
코스피 6000,유튜브댓글,입틀막법 통과됐나요??? 몸 사려요.!.😮,8,2026-02-27T02:33:59Z
코스피 6000,유튜브댓글,경제왕은 개뿔 ㅋㅋ ㅋ,8,2026-02-27T15:07:16Z
코스피 6000,유튜브댓글,대한민국   기업들이 더욱더 번창하시길 기도 합니다 🎉🎉🎉,8,2026-02-26T11:00:59Z
코스피 6000,유튜브댓글,"ISC는 PER 88.76배로 나오는데, 현재가 너무 비싼거 아닌가요..",8,2026-02-26T06:25:14Z
코스피 6000,유튜브댓글,연임 가자,8,2026-02-25T02:14:43Z
코스피 6000,유튜브댓글,이재명대통령님. 무조건연임해야됨,8,2026-02-25T01:35:03Z
코스피 6000,유튜브댓글,👍🏻👍🏻👍🏻,8,2026-02-22T04:28:02Z
코스피 6000,유튜브댓글,지금몰빵하면죽는다,8,2026-02-22T05:45:31Z
코스피 6000,유튜브댓글,역시 이재명 국민주권정부! 짱입니다요~~,8,2026-02-22T09:07:49Z
코스피 6000,유튜브댓글,영상 감사합니다. 응원합니다.,8,2026-02-22T16:06:04Z
코스피 6000,유튜브댓글,"인버스에 베팅한 인간들이 떨어지기를 기다리네
꿈깨라",8,2026-02-25T10:27:10Z
코스피 6000,유튜브댓글,한두달 안에는 7천 돌파하고 연말에는 1만 돌파할 듯.,8,2026-02-27T03:20:36Z
코스피 6000,유튜브댓글,👏👏👏👏👏,8,2026-02-26T00:42:31Z
코스피 6000,유튜브댓글,"인정할건 인정해줘야지~
어떡게 모든 종목의 주식을 다올리냐?
좀 에휴~",8,2026-02-28T21:49:05Z
코스피 6000,유튜브댓글,야당이저모양이니이재명정권이제맘대로할수있는거지,8,2026-02-28T15:32:17Z
코스피 6000,유튜브댓글,"집도 팔았으니 지지율 70%돌파는 따놓은 당상이겠네~~ ㅋㅋㅋ 보유세까지 맥여서 집값 떨궈놓고, 나라의 여기저기 썩은내 진동하는 부분들만 콕콕 찝어 개선시키면 현재 이 지지율 절대로 안떨어질거라 확신한다. 현 집권 세력에게는 다음 총선도 대선도 걱정할 필요가 없을 듯…",8,2026-02-28T16:41:58Z
코스피 6000,유튜브댓글,"중권아 6000포인트래
 할말 없지?",8,2026-02-28T16:06:34Z
코스피 6000,유튜브댓글,이재명대통령님 연임 하셔서 청와대에서 쭈~~욱 거주 하시면 될것 같습니다. 화이팅!!!😁😁,8,2026-02-28T15:07:25Z
코스피 6000,유튜브댓글,그런데 경상도 대구 강원도 울산 당신들은 뭐라고 해야하나,8,2026-02-27T16:06:13Z
코스피 6000,유튜브댓글,괘놈들 자기들이 기업에 무수 도움이 된다고,8,2026-02-28T10:13:58Z
코스피 6000,유튜브댓글,오늘은 뭐 안 터트리네 ㅋㅋㅋㅋ,8,2026-02-25T04:38:42Z
코스피 6000,유튜브댓글,남에건 없애고 자기건 올려도 아무 제재없는 나라에서 법왜곡죄가 가능하겠냐~,8,2026-02-28T02:02:56Z
코스피 6000,유튜브댓글,인민재판이네,8,2026-02-28T00:04:22Z
코스피 6000,유튜브댓글,"주식에 투자한 국민연금이 최고로 배당을받아서 앞으로 우리 2세들, 젊은 청년들도 늙은 노인네 되어서도 국민연금 받을수 있어서 얼마나 좋습니까...하늘이 내려주신 천재대통령 입니다...국힘당 인간들은 정치판에서 제발 떠나주세요...부탁입니다 ~",7,2026-02-26T05:26:46Z
코스피 6000,유튜브댓글,저런사람들이계속정치를하면대한민국은미래가없다,7,2026-02-28T11:17:53Z
코스피 6000,유튜브댓글,진짜 진짜 이건 역대급이다 계속 조리돌림처럼 모든 방송 언론 뉴스에서 방송했음 좋겠다,7,2026-02-26T10:29:54Z
코스피 6000,유튜브댓글,"얼마나 함량 미달인 자들이 정치하고 있는지,
많은 국민들은 보았다.
보고도 못 믿으면, 어떻게 하냐?
그냥 그렇게 살게 둬야지.",7,2026-02-26T03:05:23Z
코스피 6000,유튜브댓글,세종대왕 이후 역사상 가장 훌륭한 지도자를 대한민국은 얻었다😊,7,2026-02-26T04:58:51Z
코스피 6000,유튜브댓글,국힘은 해체가 답이다,7,2026-02-28T05:54:44Z
코스피 6000,유튜브댓글,응원합니다 🎉,7,2026-02-25T14:30:18Z
코스피 6000,유튜브댓글,한길이 곱버스 샀냐? ㅋㅋㅋㅋㅋㅋ,7,2026-02-25T15:35:48Z
코스피 6000,유튜브댓글,"카카오보고 생각함
한국주식은 답없다",7,2026-03-06T15:17:12Z
코스피 6000,유튜브댓글,"부모들이 문제
과거 50년전에는 부모들이 맞았슴.
이미 2000년대에는 농업. 중화학을 떠나서 최첨단.조선.우주방산 쪽으로 폭발하는 시기.
ㅡ틀린교육 고집하는 부모들이 문제임.
이제는 국영수가 아니라 금융교육. 투자교육. 등 장기교육이 반드시 필요함.
돈맹탈출 ㅡ 이분말씀 1000%맞습니다",7,2026-03-22T04:57:35Z
코스피 6000,유튜브댓글,"코덱스200에 들어간지 몇개월 박에 안된 주린이 입니다~^^
주식시작한지도 반년이 안되었는데 시장이 좋아서 삼전과 하닉 현대차를 거치면서 단타로 백프로 수익을 보긴 했는데 스트레스가 장난이 아니더군요 그래서 코덱스200을 시작했고 후회는 없습니다 일단 스트레스를 훨씬 덜바터군요 ㅋㅋ",7,2026-03-23T12:51:35Z
코스피 6000,유튜브댓글,😊😊😊😊😊😊🎉🎉🎉🎉🎉,7,2026-02-25T00:35:54Z
코스피 6000,유튜브댓글,지금 들어가면 다들 손해보실겁니다 주식은 심리전입니다,7,2026-02-26T03:21:25Z
코스피 6000,유튜브댓글,"이재명정부때 바짝하고 빠져야됨
운도따라주야하고",7,2026-03-01T02:03:53Z
코스피 6000,유튜브댓글,"대한민국은 정치가 쓰레기니깐 국민들이 불안하고 남북분단국가라, 정세가 불안한것이라 생각한다",7,2026-02-24T23:58:00Z
코스피 6000,유튜브댓글,각이사는 증시각도기!!,7,2026-02-25T11:44:35Z
코스피 6000,유튜브댓글,무슨 말하다 끝나냐 ㅎ,7,2026-02-25T11:20:34Z
코스피 6000,유튜브댓글,내용이 참 깔끔하네..ㅋㅋㅋ 아. 행복해.. 오늘도 행복해~,7,2026-02-25T14:08:28Z
코스피 6000,유튜브댓글,아까 보니까 그 당 대표가 6천 까지구 나라가 망하고있다고 말하던데..8천 올라가면 나라가 없어지냐~~,7,2026-02-26T04:37:59Z
코스피 6000,유튜브댓글,"이재명 대통령님은  너무 잘 하고계시다
저것들은  천벌을받아라",7,2026-02-26T04:03:24Z
코스피 6000,유튜브댓글,나도 삼성전자야>>>,7,2026-02-27T00:19:33Z
코스피 6000,유튜브댓글,"오늘 적금만기.
다른 종목은 있지만 삼.전은  없었지
22만도 계속  더  사야한다는
말들이 많아서 
자존심 버리고  매수했더니

매수한 순간부터  떨어지기  시작.
ㅎㅎㅎㅎㅎㅎ 저 미첬어요",7,2026-02-27T11:16:04Z
코스피 6000,유튜브댓글,앗 혜리포터 ❤❤🎉🎉,7,2026-02-26T11:39:56Z
코스피 6000,유튜브댓글,오늘 방송이 아니고 재방인 것 같네요...,7,2026-02-26T09:59:12Z
코스피 6000,유튜브댓글,머리털 나고 처음 주식샀는데  오르니 이게 이렇게 재밌는건줄 몰랐습니다.  이재명대통령 만셉니다~~! 연임 추진 누가 안하나요?,7,2026-02-26T17:39:34Z
코스피 6000,유튜브댓글,저런사람을 5선시켜준 동작구 주민들은 뭐임? ㅋㅋㅋㅋ,7,2026-02-27T00:52:23Z
코스피 6000,유튜브댓글,이사람들은 나라가 망하는걸 좋아하는 인간들임,7,2026-02-27T08:35:11Z
코스피 6000,유튜브댓글,국힘절때 안뽑는다ㅋ,7,2026-02-26T23:14:43Z
코스피 6000,유튜브댓글,앞차기가 더재미있내요 ㅋㅋ,7,2026-02-25T13:18:30Z
코스피 6000,유튜브댓글,박정희 전두환 대통령때 안전하게 잘살앗다,7,2026-02-25T20:17:27Z
코스피 6000,유튜브댓글,부동산투기로 사람들 허탈하게만들더니 이젠 주식투기로 많은사람 허탈하게만드네 하여튼 투기에는 진심인나라 국민들 참기막히네,7,2026-02-26T01:18:12Z
코스피 6000,유튜브댓글,국민이 망해야 통치하기 쉽다,7,2026-02-25T22:18:39Z
코스피 6000,유튜브댓글,편집 지리네 ㅋㅋㅋㅋ,7,2026-03-02T15:23:03Z
코스피 6000,유튜브댓글,선동 날조는 역시 레드팀좌파,7,2026-03-02T15:54:16Z
코스피 6000,유튜브댓글,이언주씨는 방송에서 증거 동영상 및 사진이 버졌이 있는데도 절때 아니다 라고 하던데 본인이 일을 더 키운듯,7,2026-02-24T11:34:35Z
코스피 6000,유튜브댓글,개혁신당 김정철최고 화이팅🧡🧡🧡,7,2026-02-26T01:01:22Z
코스피 6000,유튜브댓글,"30만 축하드려요^^
책도 예약했어요…
선한 영향력으로 민주진영도 모두 부자되는 길을 인도하고 계셔서 고맙습니다",7,2026-02-25T15:25:25Z
코스피 6000,유튜브댓글,"시동님 경제설명은
쵝오입니다^^",7,2026-02-25T12:52:33Z
코스피 6000,유튜브댓글,오랜만의 너스레 느므느므 좋습니다😂 국장🎉🎉🎉,7,2026-02-25T11:54:48Z
코스피 6000,유튜브댓글,오늘 구독했습니다~ 30만 축하드려요!,7,2026-02-25T11:45:14Z
코스피 6000,유튜브댓글,"존리 님 말씀 듣고 시작해봅니다. 꾸준히
장기적으로",7,2026-02-28T16:17:24Z
코스피 6000,유튜브댓글,무관심이 답이다..,7,2026-03-02T03:19:00Z
코스피 6000,유튜브댓글,사과 필요없으니 내눈에 띄지만,7,2026-02-27T09:59:18Z
코스피 6000,유튜브댓글,하뻥드~~~,7,2026-02-27T00:29:55Z
코스피 6000,유튜브댓글,급실망중.. 동탄에서 고생해서 당선되는거 보구 기대가 있었는데.. 되고나서 이후 실망..,7,2026-02-26T12:01:19Z
코스피 6000,유튜브댓글,"곳,곳의모든게  ..   
거짓 조작 기만술  
결국 국민들수준도 이기심만쪈 .. 
당장 자기발등만 아프지않으면 나라가 붉어져도 냄비안 삶아져도 
아몰랑 ? 나몰랑 ?",7,2026-02-26T08:18:05Z
코스피 6000,유튜브댓글,"신동욱 보다
이재명이 났다
국힘 지도부 퇴출하라",7,2026-02-28T00:58:33Z
코스피 6000,유튜브댓글,시끄러임마,7,2026-02-26T08:41:06Z
코스피 6000,유튜브댓글,각도기님 방송 잘 보고 있어요.,7,2026-02-26T03:25:42Z
코스피 6000,유튜브댓글,"국힘은 정말 국짐이다
정신차려라.",7,2026-02-25T17:43:48Z
코스피 6000,유튜브댓글,나도기독. 교.   인으로서.  부끄럽고.  화가납니다.   목사. 장로님들이.  무조건.  이찍. 편드는거보면.     벽창호.   에 이해불가😂😂😂😂😂정신좀.  차리라고.    말하고싶어어요,7,2026-02-25T15:49:29Z
코스피 6000,유튜브댓글,"정청래 통일교 특검은 왜 안다루는지.
조욱씨",7,2026-02-26T06:53:00Z
코스피 6000,유튜브댓글,"1월부터 시작한 주린인데
이영상이 찐임. 딱 저거 느꼈음.

프로그램으로 기업평가와 별개로 치고 빠지고 올랐다 내렸다 
일반개미 최대한 쥐어 짜는거 보면 소름끼침

대응하려면 현금확보 필수고
오히려 주가 내려갔을때 확보해둔 현금으로 매수해서
욕심 안부리고 적당한 타이밍에 매도해서 수익챙김

두달밖에 안됐는데 몇번 데이고 예상이 됨.
주식은 공부가 아니라 경험이 맞는듯.",7,2026-02-28T01:50:41Z
코스피 6000,유튜브댓글,27일  현물 선물 콜 매도9조  개미 꼭데기 물리면 개고생,7,2026-02-28T09:54:09Z
코스피 6000,유튜브댓글,"미국채무줄이기  본격돌입들어가면,  금값은 똥값!",7,2026-02-28T04:00:42Z
코스피 6000,유튜브댓글,"제미나이에 ,
삼성 닉스 두가지 주가가 1년전과 같다면,
지금 코스피는 3000이하에서 박스권이라고 하네요..",7,2026-02-27T08:46:54Z
코스피 6000,유튜브댓글,올해 선거후 폭락할듯,7,2026-02-27T11:23:08Z
코스피 6000,유튜브댓글,우리나라가 뭘 잘했다고 코스피가 오르놐ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,7,2026-02-28T03:12:41Z
코스피 6000,유튜브댓글,촬영날짜도 기재해 주시면 좋겠습니다😊,7,2026-02-26T05:15:21Z
코스피 6000,유튜브댓글,노무라 증권에서 8000까지 예상 하는거 같은데?,7,2026-02-25T02:08:26Z
코스피 6000,유튜브댓글,이재명은 한다면 한다.,7,2026-02-25T01:32:20Z
코스피 6000,유튜브댓글,오늘도 좋은 영상 감사합니다 😊,7,2026-02-22T04:50:35Z
코스피 6000,유튜브댓글,지주사가 오르기 전에 올려 주셨으며 얼마나  좋았을까요?ㅠ,7,2026-02-22T11:05:17Z
코스피 6000,유튜브댓글,그냥   삼성할래요...많이벌면   더  배당하고   주주환원  쪽  으로  가겠죠.....,7,2026-02-22T07:10:10Z
코스피 6000,유튜브댓글,이재명 대통령 화이팅입니다~~~~~,7,2026-02-22T12:52:51Z
코스피 6000,유튜브댓글,"이효석이 추천한 투자종목 

1.팔란티어 
2.비트코인 
3.스트래티지
4.국장",7,2026-02-25T13:00:23Z
코스피 6000,유튜브댓글,거래소 개혁도 일사천리로 갑시다!!!,7,2026-02-25T06:01:28Z
코스피 6000,유튜브댓글,만스피가고 궁극적으로 3만스피 갑니다 이유로는 일본의 80%는 따라가야 합니다,7,2026-02-25T04:58:48Z
코스피 6000,유튜브댓글,아니 이렇게 단기간에 6천이라니~~~~~~!!!!!!,7,2026-02-25T04:01:55Z
코스피 6000,유튜브댓글,코스피 일만오천이 아니었을까?,7,2026-02-27T10:57:24Z
코스피 6000,유튜브댓글,"작년에 연금 실물이전으로
KOSPI200 etf몰빵했다...

감사합니다.
이재명 만만세 ㅜㅠ",7,2026-02-27T05:13:47Z
코스피 6000,유튜브댓글,이재명의.5000공약 파기 됬어. 6000을.넘었거등.,7,2026-02-26T16:31:28Z
코스피 6000,유튜브댓글,장성철 윤석렬 돌대가리일때 들어간거면 잡주가 아닌데 곱버스 아니야???,7,2026-02-25T15:11:06Z
코스피 6000,유튜브댓글,저도 하이닉스로 텐버거 달성했습니다. 1100프로 -ㅅ-,7,2026-02-25T12:36:33Z
코스피 6000,유튜브댓글,이재명정권과 민주당이 다음 총선에서 250석 간다.,7,2026-03-01T13:13:05Z
코스피 6000,유튜브댓글,주식이 오르고  있는데 환율도  안떨어지고  이해가 안됨,7,2026-02-28T16:00:12Z
코스피 6000,유튜브댓글,탈퇴의사 밝힌 의원들은 내 명단에서 지워야겠군. 적어놓지않음 투표할때 잊게 됨,7,2026-02-26T00:05:41Z
코스피 6000,유튜브댓글,🙏🏻🫶✌️👍👏🙌😍 대단한 두 청년의 결기.. 최고의 방송으로 매진합시다.. 응원합니다. 화이팅!!!,7,2026-02-26T02:21:45Z
코스피 6000,유튜브댓글,"시청하다 잠들어서 다시 시청하러 왔어요~~ㅋㅋㅋㅋ 😴💤
대호님, 지호님 감사합니다. 🙏💖
2분 뉴스는~~ 사랑입니다 👍👍👍 🥰
2분뉴스 꼭지켜야 합니다!!!!",7,2026-02-25T22:47:56Z
코스피 6000,유튜브댓글,"늦은시간에 너무 고생하셨습니다. 
혹시 
방송시간 땡기실 생각은 없으신지 궁금합니다. 
아니면 두분이 바쁘셔서 모일수잇는 시간이 지정뿐일까요.  
어디라도 응원합니다 ! 
불사지르고 전사 할 생각 마시고. 
전사로서 승리하셔야죠.",7,2026-02-25T17:48:43Z
코스피 6000,유튜브댓글,❤❤❤❤❤❤❤,7,2026-02-25T17:48:45Z
코스피 6000,유튜브댓글,"정청래 앞으로 본인정치 하지말고 이잼정부 묵묵히 뒷받침이나 해라
그다음은 국민이 판단해 권력이 자연스레 이동한다
당신이 억지로 쟁취하려는게 권력이 아니란 말이다
두눈 뜨고 지켜보겠다
이잼은 국민이 지킨다",7,2026-02-25T06:58:34Z
코스피 6000,유튜브댓글,청래가 사고칠 계획 세울 시간도 안주고 6천올라가버림 ㅋㅋㅋ,7,2026-02-25T03:33:39Z
코스피 6000,유튜브댓글,정청래 화이팅.,7,2026-02-25T04:50:38Z
코스피 6000,유튜브댓글,"이준석 진중건
멘트해라!",7,2026-02-25T02:16:22Z
코스피 6000,유튜브댓글,"어떤 쉒이는 백령도 차가운물에 폭사시켜 수장시킬려고 계엄했는데 이대통령은 주식때문에 한강에 들어갈사람 수 백명 살렸다!
극우들 대답해봐!",7,2026-02-25T02:19:41Z
코스피 6000,유튜브댓글,이재명 사랑합니다❤,7,2026-02-25T01:49:21Z
코스피 6000,유튜브댓글,"다음 달 7,000 선 넘는다",7,2026-02-25T01:34:03Z
코스피 6000,유튜브댓글,신동욱의원님 최고 👍 더쎄게 밀고나가세요 더쎄게 밀어붙이세요 최고 응원합니다 최고 👍 💕,7,2026-02-28T14:02:36Z
코스피 6000,유튜브댓글,나라가 정상으로 바뀌네요. 대통령이 누가 되느냐가 참 중요합니다,6,2026-02-28T06:36:52Z
코스피 6000,유튜브댓글,앞으로 5년간 봐도 계속 웃긴 코미디,6,2026-02-27T08:45:48Z
코스피 6000,유튜브댓글,"이재명 대통령님, 대한민국 파이팅!! 입니다.",6,2026-02-28T20:16:08Z
코스피 6000,유튜브댓글,다들 영상이 박제되어서... 어찌할런지.. 어찌 정치인들 하나같이 자리욕심만 내고. 국가에 대한 국민에 대한 애민정신 하나 없이. 그자리에 앉아있냐.. 이말이오!  정신 좀 차려라! 국민들 눈높이가 너무 높아졌다.. 어정쩡하게 자리유지할것들은 이제 방석 털고 나가라! 수준차이나서. 국민들이 쳐다나보겠나!!,6,2026-02-26T02:52:08Z
코스피 6000,유튜브댓글,이런기록 좋아요... 5000에 딴지건 인간들!!! 박제,6,2026-02-26T04:13:51Z
코스피 6000,유튜브댓글,준식이,6,2026-02-26T02:50:32Z
코스피 6000,유튜브댓글,진중권 반성해라,6,2026-02-26T03:10:02Z
코스피 6000,유튜브댓글,모지리들이 뭔 정치를 한다고 ㅠㅠ,6,2026-02-26T02:50:18Z
코스피 6000,유튜브댓글,근데 우파들은 나라 망하는걸 바라는듯 ㅋㅋㅋㅋㅋㅋㅋㅋ,6,2026-02-26T04:29:05Z
코스피 6000,유튜브댓글,서학개미 복귀 타이밍이 고점,6,2026-02-24T05:30:11Z
코스피 6000,유튜브댓글,"존리 쌤의 주식에 관한 쇼츠, 영상들 보이는 족족 다 보고 있는데
국장 하라고 권하는건 동의 못하겠음

꾸준히 우상향하는게 미국주식인거 누구나 다 아는데
최근 몇주동안 확 올랐다고 국장을 등한시 하냐고 하는데

굳이 훌륭한 우상향 미국주식 놔두고 한국주식 하는게 이해가 안감
돈이 넘쳐서 남는다 하면 넣겠지만(그래도 미국주식 넣을듯...)

개별주는 모르겠는데 대부분 미장 ETF들은 우상향 이기 때문에 
꾸준히 복리의 마법을 적용 받으려면 미장을 해야함",6,2026-03-14T15:44:51Z
코스피 6000,유튜브댓글,저 양반은 4000부터 위험하다고 했는데 저정도면 인사이트고 실력이고 없는거 아닌가? 돈의 흐름을 봐야지. 그대가 감히 고점을 예단하는가? 자기원칙에 맞게 오른쪽 어깨에서 팔면 되지.,6,2026-02-26T12:42:25Z
코스피 6000,유튜브댓글,"코스피는 10,000 이상 갑니다. 정책 뿐만 아니라 금융 생태계가 바뀌고 있어요. 부동산은 아주 작은 것이구요.",6,2026-02-25T22:25:40Z
코스피 6000,유튜브댓글,일단 올 여름까지는 계속 들어가야겠군요.,6,2026-02-25T12:18:12Z
코스피 6000,유튜브댓글,경제를 우리가 일본을 압서고 있다,6,2026-02-25T13:59:04Z
코스피 6000,유튜브댓글,그러면서 기레기들 가짜 기사 써서  주가조작질 하잖아요.,6,2026-02-26T09:22:36Z
코스피 6000,유튜브댓글,"그러네요. 우리 잼통령임이 공약을 어겼네요! 저것들이 사람입니까? 저들 얼굴에 달린것도 입이라고, 아무말 대잔치!  재봉틀로 그냥....",6,2026-02-26T08:15:21Z
코스피 6000,유튜브댓글,"곱버스 투자자들 언급 넘 재밌다. 공약은 5000인데 6000은 공약 위반이라니😂😂😂  
인생수업이라 생각하고 사람보는 안목들을 키우길.",6,2026-02-25T10:49:32Z
코스피 6000,유튜브댓글,오늘도 달달했습니다.. 곱등이 덕분입니다. ㅋㅋ,6,2026-02-25T10:57:59Z
코스피 6000,유튜브댓글,오늘 종가 6300 넘었다 ㅋㅋㅋ,6,2026-02-26T08:43:11Z
코스피 6000,유튜브댓글,코리아 디스카운트는 국짐당 니들이야 이것들아~~~~~,6,2026-02-26T10:08:28Z
코스피 6000,유튜브댓글,한국이 잘되는걸 정치적 성향때문에 반대하고 싫어하는게 국민대표 국회의원이 할일인가요😢,6,2026-02-26T03:27:04Z
코스피 6000,유튜브댓글,장동혁 절대 5000달성못한다면서? ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,6,2026-02-26T04:02:04Z
코스피 6000,유튜브댓글,아... 6000   꿈이야 생시야   천재명,6,2026-02-26T04:01:26Z
코스피 6000,유튜브댓글,조금만 있으면 아마 5배는 오를걸요 올해안에 이젠 믿음직한 주식이죠 삼성건 말해뭐합니까,6,2026-02-26T19:41:01Z
코스피 6000,유튜브댓글,많이 웃고 갑니다😅,6,2026-02-26T10:20:36Z
코스피 6000,유튜브댓글,"옛적 분위기면
꼭지점이라고 할건데
이번에는 좀 다른듯하네요!",6,2026-02-27T00:19:46Z
코스피 6000,유튜브댓글,요즘은 매일매일이 희망차고 기대가 되고 ~ 진짜 희망이란게 생겼음 ~ 사람들 표정봐요 얼굴이 밝아짐,6,2026-02-26T22:46:35Z
코스피 6000,유튜브댓글,이광수님이 주식 아가방 할때 코스피 들었갔는데 수익률 50퍼입니다😊,6,2026-02-26T13:55:33Z
코스피 6000,유튜브댓글,이광수대표님 삼전  하이닉스 다 있으시죠 ? 오늘 표정 너무 좋은데요???😂😂😂😂😂😂😂,6,2026-02-26T11:57:53Z
코스피 6000,유튜브댓글,"지글지글하다
빠루 못빼러 안갓나
코스피 10.000가라 저 인간들 안보게..어휴",6,2026-02-28T11:27:07Z
코스피 6000,유튜브댓글,"상대 정치세력을 이유를 불문하고 까내려야만 존재의 의미가 있는 사람들,,,언제까지 저러고 살아야할까",6,2026-02-27T09:18:19Z
코스피 6000,유튜브댓글,잘하는건 분탕질뿐인 ㅋㅋ,6,2026-02-27T10:33:47Z
코스피 6000,유튜브댓글,"5,000point가 불가능하다고 주장하던, 신기루 나경원, 권성동, 김문수, 이준석 등은 5,000point 넘어 6,300point까지 갔는데, 이제 국개의원 은퇴해라. 너희들 믿고 4,500point 넘어가자, Inverse ETF와 곱버스 ETF에 약 1,700억원을 하락베팅했는데, 손실이 60~70%가 넘는데. 법대 출신이 경제전문가인 것 처럼 주뎅이를 놀리니, 보수/우익 꼴뚜기들이 주가 하락에  대규모로 투자해 지금 자살하기 전이야. 무책임한 것들이 씨부리는 말을 믿은 보수/우익들이 자기 편이 쏜 총에 맞아 뒈지기 직전이다",6,2026-02-26T23:16:02Z
코스피 6000,유튜브댓글,오씨 안 나오면 바로 시청이지~,6,2026-02-25T11:49:12Z
코스피 6000,유튜브댓글,"기추자님 빼주시면 안되나요. 앞차기 첫방부터 애청자였는데 기추자님 나올때 처음엔 참으면서 억지로보려고 했었는데 어느날부턴 기추자님 나오는날은 안보게됐고 또 어느날부턴 앞차기 자체를 안보게 되고 요즘엔 하이킥 자체를 안보게 됐습니다 가짜웃음 너무 싫어요;;
알고리즘때문에 뜬 썸네일보고 답답한 마음이 생겨 글남겨봅니다",6,2026-02-25T11:21:43Z
코스피 6000,유튜브댓글,국민 계몽하는 다양한 정보 감사합니다,6,2026-02-26T12:27:14Z
코스피 6000,유튜브댓글,전국민 주식 투기장으로,6,2026-02-26T15:03:39Z
코스피 6000,유튜브댓글,금투지원하고조종하는콘트럴타위있다고봅니다,6,2026-02-26T04:22:10Z
코스피 6000,유튜브댓글,한강다리 번호표 뽑고 줄서는날 잔치국수 먹는날,6,2026-02-25T19:48:12Z
코스피 6000,유튜브댓글,이란은  미국이  강하게   처단  처죽에야  힌다   지금  이란이  핵무기     핵시설  포기는  절대  반대하고  있다   한국  코스피는   얼마가지  읺는다   전부  이재명  개사기쏘 는  힌번   깡통 시작되면   무조건  깡통  휴지된다,6,2026-02-25T15:23:37Z
코스피 6000,유튜브댓글,"외국인이 선,현물 2조 넘게 매도해도 우상향하는 희안한장, ㅋ",6,2026-02-25T14:36:14Z
코스피 6000,유튜브댓글,뭘 하든 사기공화국 이란걸 잊지말자,6,2026-02-25T17:07:25Z
코스피 6000,유튜브댓글,그래서 중앙일보 회장. JTBC 회장이 좌파편들며 더큰부자가되는 사악한 놈들이죠,6,2026-02-25T15:36:59Z
코스피 6000,유튜브댓글,국민들 연금을 갈아 넣었다.,6,2026-03-18T02:07:11Z
코스피 6000,유튜브댓글,사람들이 6000도 됐으니 투자가 문제없다고 주장중,6,2026-03-01T07:06:33Z
